,KeggID,Description
4209,gn:T04243,mix; Microbacterium sp. XT11
4210,gn:T04244,adt; Achromobacter denitrificans USDA-ARS-USMARC-56712
4211,gn:T04245,thv; Thermococcus sp. 2319x1
4212,gn:T04246,srw; Streptomyces reticuli TUE45
4213,gn:T04247,anx; Aneurinibacillus sp. XH2
4214,gn:T04248,"asy; Candidatus Arsenophonus lipoptenae CB, endosymbiont of Lipoptena cervi"
4215,gn:T04249,aui; Aerococcus urinaeequi USDA-ARS-USMARC-56713
4216,gn:T04250,kur; Kurthia sp. 11kri321
4217,gn:T04251,let; Leptolyngbya sp. O-77
4218,gn:T04252,mvd; Microterricola viridarii ERGS5:02
4219,gn:T04253,asan; Aerococcus sanguinicola CCUG43001
4220,gn:T04254,tur; Turicibacter sp. H121
4221,gn:T04255,naa; Candidatus Nanopusillus acidilobi 7A
4222,gn:T04256,got; Gemella sp. oral taxon 928
4223,gn:T04257,bvl; Brucella vulpis F60
4224,gn:T04258,ege; Erwinia gerundensis EM595
4225,gn:T04259,dab; Deinococcus actinosclerus BM2
4226,gn:T04260,gho; Grimontia hollisae ATCC 33564
4227,gn:T04261,hsf; Halanaeroarchaeum sulfurireducens M27-SA2
4228,gn:T04262,acg; Aerococcus christensenii CCUG28831
4229,gn:T04263,erl; Erysipelothrix larvae LV19 (Erysipelothrix sp. LV19)
4230,gn:T04264,bop; Bosea sp. PAMC 26642
4231,gn:T04265,strf; Streptomyces sp. 4F
4232,gn:T04266,bud; Burkholderia sp. Bp5365 MSMB43
4233,gn:T04267,por; Pseudomonas oryzihabitans USDA-ARS-USMARC-56511
4234,gn:T04268,fro; Faecalibaculum rodentium ALO17
4235,gn:T04269,rtc; Rathayibacter toxicus WAC3373
4236,gn:T04270,avs; Aerococcus viridans CCUG4311
4237,gn:T04271,jab; Janthinobacterium sp. B9-8
4238,gn:T04272,marc; Methanogenic archaeon ISO4-H5
4239,gn:T04273,brc; Bradyrhizobium sp. CCGE-LA001
4240,gn:T04274,tpar; Thermus parvatiensis RL
4241,gn:T04275,hat; Falsihalocynthiibacter arcticus PAMC 20958 (Halocynthiibacter arcticus PAMC 20958)
4242,gn:T04276,cgz; Chlamydia gallinacea 08-1274/3
4243,gn:T04277,phy; Pseudothermotoga hypogea DSM 11164 = NBRC 106472
4244,gn:T04278,shz; Shinella sp. HZN7
4245,gn:T04279,meye; Methanobrevibacter sp. YE315
4246,gn:T04280,aos; Actinomyces oris T14V
4247,gn:T04281,frp; Frondihabitans sp. PAMC 28766
4248,gn:T04282,fpn; Fictibacillus phosphorivorans G25-29
4249,gn:T04283,meta; Methylobacterium sp. AMS5
4250,gn:T04284,auh; Aerococcus urinaehominis CCUG42038B
4251,gn:T04285,pfz; Pseudomonas fragi P121
4252,gn:T04286,satk; Sinomonas atrocyanea KCTC 3377
4253,gn:T04287,chg; Capnocytophaga haemolytica CCUG 32990
4254,gn:T04288,ard; Actinomyces radicidentis CCUG 36733
4255,gn:T04289,doa; Desulfomicrobium orale DSM 12838
4256,gn:T04290,rhz; Rhodoplanes sp. Z2-YC6860
4257,gn:T04291,mmic; Mycobacterium tuberculosis variant microti 12 (Mycobacterium microti 12)
4258,gn:T04292,hco; Halomonas chromatireducens AGD 8-3
4259,gn:T04293,dfi; Desulfovibrio fairfieldensis CCUG 45958
4260,gn:T04294,mos; Moraxella osloensis CCUG 350
4261,gn:T04295,lap; Labrenzia sp. CP4
4262,gn:T04296,sdf; Steroidobacter denitrificans DSM 18526
4263,gn:T04297,cjo; Coturnix japonica (Japanese quail)
4264,gn:T04298,aam; Apteryx mantelli mantelli (brown kiwi)
4265,gn:T04299,gja; Gekko japonicus
4266,gn:T04300,adu; Arachis duranensis
4267,gn:T04301,aip; Arachis ipaensis
4268,gn:T04302,pagg; Pantoea vagans FDAARGOS_160
4269,gn:T04303,ssif; Staphylococcus simulans FDAARGOS_124
4270,gn:T04304,bsj; Peribacillus simplex SH-B26
4271,gn:T04305,mphl; Mycolicibacterium phlei CCUG 21000 (Mycobacterium phlei CCUG 21000)
4272,gn:T04306,cpra; Collimonas pratensis Ter91
4273,gn:T04307,ster; Sphingopyxis terrae NBRC 15098 203-1
4274,gn:T04308,dtx; Dyella thiooxydans ATSB10
4275,gn:T04309,ddo; Dokdonia donghaensis DSW-1
4276,gn:T04310,opo; Obesumbacterium proteus DSM 2777
4277,gn:T04311,maqu; Methylobacterium aquaticum MA-22A
4278,gn:T04312,mip; Microbacterium sp. PAMC 28756
4279,gn:T04313,cif; Citrobacter sp. FDAARGOS_156
4280,gn:T04314,mema; Methanoculleus bourgensis MAB1
4281,gn:T04315,zal; Zhongshania aliphaticivorans SM2
4282,gn:T04316,csp; Corynebacterium simulans PES1
4283,gn:T04317,sphg; Sphingorhabdus sp. M41
4284,gn:T04318,palc; Pseudomonas alcaligenes NEB 585
4285,gn:T04319,bly; Brevibacterium linens BS258
4286,gn:T04320,pali; Psychrobacter alimentarius PAMC 27889
4287,gn:T04321,pdm; Pediococcus damnosus TMW 2.1535
4288,gn:T04322,btrm; Bordetella trematum H044680328
4289,gn:T04323,gsr; Geobacillus subterraneus KCTC 3922
4290,gn:T04324,mbl; Moraxella bovoculi 58069
4291,gn:T04325,vaa; Variovorax sp. PAMC 28711
4292,gn:T04326,rud; Rufibacter sp. DG15C
4293,gn:T04327,spsy; Sporosarcina psychrophila DSM 6497
4294,gn:T04328,rfa; Rhodococcus fascians D188
4295,gn:T04329,moi; Moraxella ovis 199/55
4296,gn:T04330,bon; Cytobacillus oceanisediminis 2691 (Bacillus oceanisediminis 2691)
4297,gn:T04331,ctyk; Clostridium tyrobutyricum KCTC 5387
4298,gn:T04332,maad; Martelella sp. AD-3
4299,gn:T04333,haa; Halotalea alkalilenta IHB B 13600
4300,gn:T04334,alm; Algoriphagus sanaruensis M8-2 (Algoriphagus sp. M8-2)
4301,gn:T04335,mup; Mucilaginibacter sp. PAMC 26640
4302,gn:T04336,bbau; Bacteroidetes bacterium UKL13-3
4303,gn:T04337,brad; Bradyrhizobium sp. BF49
4304,gn:T04338,hbc; Hyphomonadaceae bacterium UKL13-1
4305,gn:T04339,dpu; Deinococcus puniceus DY1
4306,gn:T04340,mcw; Microbacterium chocolatum SIT 101
4307,gn:T04341,pcm; Pedobacter cryoconitis PAMC 27485
4308,gn:T04342,beb; Betaproteobacteria bacterium UKL13-2
4309,gn:T04343,aak; Aminobacter aminovorans KCTC 2477
4310,gn:T04344,dpl; Danaus plexippus plexippus (monarch butterfly)
4311,gn:T04345,ats; Aegilops tauschii subsp. tauschii (wheat D)
4312,gn:T04346,tng; Tetraodon nigroviridis (spotted green pufferfish)
4313,gn:T04347,dpx; Daphnia pulex (common water flea)
4314,gn:T04348,lja; Lotus japonicus
4315,gn:T04349,smin; Breviolum minutum Mf 1.05b.01 (Symbiodinium minutum Mf 1.05b.01)
4316,gn:T04350,sbq; Saimiri boliviensis boliviensis (Bolivian squirrel monkey)
4317,gn:T04351,lav; Loxodonta africana (African savanna elephant)
4318,gn:T04352,adf; Acropora digitifera (stony coral)
4319,gn:T04353,acw; Acinetobacter sp. DUT-2
4320,gn:T04354,pls; Planctomyces sp. SH-PL14
4321,gn:T04355,nwe; Neisseria weaveri NCTC13585
4322,gn:T04356,mvq; Mycolicibacterium vaccae 95051
4323,gn:T04357,fper; Francisella persica ATCC VR-331
4324,gn:T04358,ges; Gemmata sp. SH-PL17
4325,gn:T04359,sje; Salimicrobium jeotgali MJ3
4326,gn:T04360,pir; Pirellula sp. SH-Sr6A
4327,gn:T04361,csab; Chlorocebus sabaeus (green monkey)
4328,gn:T04362,bim; Bombus impatiens (common eastern bumble bee)
4329,gn:T04363,sasa; Salmo salar (Atlantic salmon)
4330,gn:T04364,bter; Bombus terrestris (buff-tailed bumblebee)
4331,gn:T04365,pyc; Pyrococcus kukulkanii NCB100
4332,gn:T04366,hjo; Haematospirillum jordaniae H5569
4333,gn:T04367,rmb; Tritonibacter mobilis F1926
4334,gn:T04368,deu; Desulfuromonas sp. DDH964
4335,gn:T04369,rst; Rummeliibacillus stabekisii PP9
4336,gn:T04370,anm; Anoxybacillus sp. B2M1
4337,gn:T04371,lez; Lysobacter enzymogenes C3
4338,gn:T04372,sgi; Sphingopyxis granuli TFA
4339,gn:T04373,ecos; Escherichia coli O25b:K100:H4-ST131 EC958 (UPEC)
4340,gn:T04374,ebs; Ectothiorhodospira sp. BSL-9
4341,gn:T04375,bne; Brevundimonas naejangsanensis B1
4342,gn:T04376,hyp; Hymenobacter sp. PAMC 26554
4343,gn:T04377,dko; Dokdonella koreensis DS-123
4344,gn:T04378,pshi; Plesiomonas shigelloides NCTC10360
4345,gn:T04379,vfl; Vibrio fluvialis ATCC 33809
4346,gn:T04380,vhr; Vibrio harveyi ATCC 43516
4347,gn:T04381,vmi; Vibrio mimicus ATCC 33654
4348,gn:T04382,ddt; Denitrobacterium detoxificans NPOH1
4349,gn:T04383,spmi; Sphingobium sp. MI1205
4350,gn:T04384,ido; Isoptericola dokdonensis DS-3
4351,gn:T04385,mol; Methanobrevibacter olleyae YLM1
4352,gn:T04386,pspg; Psychrobacter sp. P2G3
4353,gn:T04387,daa; Frigidibacter mobilis cai42 (Defluviimonas alba cai42)
4354,gn:T04388,rtn; Rathayibacter tritici NCPPB 1953
4355,gn:T04389,kqu; Klebsiella quasipneumoniae ATCC 700603
4356,gn:T04390,shq; Shigella sp. PAMC 28760
4357,gn:T04391,lor; Limosilactobacillus oris J-1 (Lactobacillus oris J-1)
4358,gn:T04392,fla; Flavisolibacter tropicus LCS9
4359,gn:T04393,mthd; Microbulbifer thermotolerans DAU221
4360,gn:T04394,abac; Luteitalea pratensis DSM 100886
4361,gn:T04395,brg; Brevundimonas sp. GW460-12-10-14-LB2
4362,gn:T04396,mdh; Methylomonas sp. DH-1
4363,gn:T04397,aamy; Anoxybacillus amylolyticus DSM 15939
4364,gn:T04398,mars; Marinobacterium aestuarii ST58-10
4365,gn:T04399,gao; Geobacter anodireducens SD-1
4366,gn:T04400,laz; Lelliottia amnigena ZB04
4367,gn:T04401,plh; Planctomyces sp. SH-PL62
4368,gn:T04402,miu; Mitsuaria sp. 7
4369,gn:T04403,aaw; Alteromonas stellipolaris R10SW13
4370,gn:T04404,dej; Pseudodesulfovibrio indicus J2 (Desulfovibrio indicus J2)
4371,gn:T04405,enf; Enterobacter sp. FY-07
4372,gn:T04406,arb; Arachidicoccus sp. BS20
4373,gn:T04407,pbv; Paenibacillus bovis BD3526
4374,gn:T04408,stek; Stenotrophomonas sp. KCTC 12332
4375,gn:T04409,ahu; Azospirillum humicireducens SgZ-5
4376,gn:T04410,dso; Dickeya solani IPO 2222
4377,gn:T04411,psyg; Psychrobacter sp. P11G5
4378,gn:T04412,gej; Geobacillus sp. JS12
4379,gn:T04413,agy; Agromyces aureus AR33
4380,gn:T04414,sle; Streptomyces leeuwenhoekii C34
4381,gn:T04415,ops; Brucella pseudogrignonensis K8
4382,gn:T04416,pns; Erythrobacter neustonensis DSM 9434 (Porphyrobacter neustonensis DSM 9434)
4383,gn:T04417,srz; Serratia rubidaea 1122
4384,gn:T04418,nia; Niabella ginsenosidivorans BS26
4385,gn:T04419,rbm; Rhizobiales bacterium NRL2
4386,gn:T04420,rhn; Rhizobium sp. N1341
4387,gn:T04421,pll; Planococcus versutus L10.15
4388,gn:T04422,cbot; Candidatus Viadribacter manganicus OTSz_A_272
4389,gn:T04423,aoa; Azoarcus olearius DQS4
4390,gn:T04424,proc; Prosthecochloris sp. CIB 2401
4391,gn:T04425,acv; Acinetobacter sp. TGL-Y2
4392,gn:T04426,anl; Anoxybacillus sp. B7M1
4393,gn:T04427,woc; Woeseia oceani XK5
4394,gn:T04428,pana; Planococcus antarcticus DSM 14505
4395,gn:T04429,fpla; Flavonifractor plautii YL31
4396,gn:T04430,lacy; Lachnoclostridium sp. YL32
4397,gn:T04431,ndk; Nocardioides dokdonensis FR1436
4398,gn:T04432,sphb; Sphingobium sp. EP60837
4399,gn:T04433,kor; Kosakonia oryzae Ola 51
4400,gn:T04434,dva; Dermabacter vaginalis AD1-86
4401,gn:T04435,cart; Cryobacterium arcticum PAMC 27867
4402,gn:T04436,serj; Serinicoccus hydrothermalis JLT9 (Serinicoccus sp. JLT9)
4403,gn:T04437,ruk; Hungateiclostridiaceae bacterium KB18
4404,gn:T04438,pary; Muribaculum intestinale YL27 (Parabacteroides sp. YL27)
4405,gn:T04439,erb; Erysipelotrichaceae bacterium I46
4406,gn:T04440,gta; Gordonia terrae 3612
4407,gn:T04441,haz; Halothiobacillus sp. LS2
4408,gn:T04442,flm; Flammeovirga sp. MY04
4409,gn:T04443,yan; Salipiger sp. CCB-MM3 (Yangia sp. CCB-MM3)
4410,gn:T04444,wfu; Wenyingzhuangia fucanilytica CZ1127
4411,gn:T04445,bfv; Brevibacterium flavum ZL-1
4412,gn:T04446,mamo; Mesorhizobium amorphae CCNWGS0123
4413,gn:T04447,anh; Paraurantiacibacter namhicola JCM 16345
4414,gn:T04448,led; Lentzea guizhouensis DHS C013
4415,gn:T04449,metr; Methyloversatilis sp. RAC08
4416,gn:T04450,blas; Blastomonas sp. RAC04
4417,gn:T04451,pdg; Planococcus donghaensis DSM 22276
4418,gn:T04452,far; Fictibacillus arsenicus G25-54
4419,gn:T04453,cpor; Cloacibacillus porcorum CL-84
4420,gn:T04454,gbi; Immundisolibacter cernigliae TR3.2 (Gammaproteobacteria bacterium TR3.2)
4421,gn:T04455,hyr; Hydrogenophaga sp. RAC07
4422,gn:T04456,mbp; Maize bushy stunt phytoplasma M3
4423,gn:T04457,tmg; Candidate division TM6 bacterium GW2011_GWF2_28_16
4424,gn:T04458,byl; Blautia sp. YL58
4425,gn:T04459,dpn; Dialister pneumosintes F0677
4426,gn:T04460,llf; Leuconostoc lactis WiKim40
4427,gn:T04461,sphr; Sphingobium sp. RAC03
4428,gn:T04462,bos; Bosea sp. RAC05
4429,gn:T04463,abao; Anaerolineaceae bacterium oral taxon 439 W11661
4430,gn:T04464,wba; Candidatus Woesebacteria bacterium GW2011_GWF1_31_35
4431,gn:T04465,for; Formosa sp. Hel1_33_131
4432,gn:T04466,ado; Tsuneonella dongtanensis KCTC 22672 (Altererythrobacter dongtanensis KCTC 22672)
4433,gn:T04467,ksd; Kangiella sediminilitoris KCTC 23892
4434,gn:T04468,porl; Porphyrobacter sp. LM 6
4435,gn:T04469,psty; Pedobacter steynii DX4
4436,gn:T04470,mlq; Marinobacter sp. LQ44
4437,gn:T04471,rin; Ralstonia insidiosa FC1138
4438,gn:T04472,ahm; Actinoalloteichus hymeniacidonis HPA177(T) (=DSM 45092(T))
4439,gn:T04473,phc; Planococcus halocryophilus DSM 24743
4440,gn:T04474,toh; Tannerella serpentiformis W11667
4441,gn:T04475,shal; Sulfurospirillum halorespirans DSM 13726
4442,gn:T04476,ptl; Parageobacillus thermoglucosidasius DSM 2542 (Parageobacillus thermoglucosidans DSM 2542)
4443,gn:T04477,arz; Arthrobacter sp. ATCC 21022
4444,gn:T04478,asv; Acetobacter oryzifermentans SLV-7
4445,gn:T04479,snj; Sphingomonas sp. NIC1
4446,gn:T04480,"den; Candidatus Doolittlea endobia DEMHIR, endosymbiont of Maconellicoccus hirsutus (hibiscus mealybug)"
4447,gn:T04481,acra; Acidovorax sp. RAC01
4448,gn:T04482,foh; Formosa sp. Hel3_A1_48
4449,gn:T04483,bvv; Bosea vaviloviae Vaf18
4450,gn:T04484,"hed; Candidatus Hoaglandella endobia HETPER, endosymbiont of Trionymus perrisii"
4451,gn:T04485,"bic; Bradyrhizobium icense LMTR 13, endosymbiont of Phaseolus lunatus (lima bean)"
4452,gn:T04486,phh; Pseudonocardia sp. HH130630-07
4453,gn:T04487,srg; Candidate division SR1 bacterium Aalborg_AAW-1
4454,gn:T04488,cgw; Candidatus Campbellbacteria bacterium GW2011_OD1_34_28
4455,gn:T04489,alo; Alloactinosynnema sp. L-07
4456,gn:T04490,nre; Novosphingobium resinovorum SA1
4457,gn:T04491,hyb; Hydrogenophaga sp. PBC
4458,gn:T04492,clz; Chlorobaculum limnaeum DSM 1677
4459,gn:T04493,gfe; Geosporobacter ferrireducens IRF9
4460,gn:T04494,senm; Secondary endosymbiont of Trabutina mannipara TRABTM
4461,gn:T04495,aprs; Acidihalobacter prosperus F5
4462,gn:T04496,dts; Delftia tsuruhatensis CM13
4463,gn:T04497,lul; Urechidicola croceus LPB0138 (Lutibacter sp. LPB0138)
4464,gn:T04498,nac; Nanohaloarchaea archaeon SG9
4465,gn:T04499,mpro; Moorea producens PAL-8-15-08-1
4466,gn:T04500,srh; Stenotrophomonas rhizophila QL-P4
4467,gn:T04501,agc; Agrobacterium sp. RAC06
4468,gn:T04502,"ged; Candidatus Gullanella endobia GEFVIR, endosymbiont of Ferrisia virgata (striped mealybug)"
4469,gn:T04503,mcub; Methanobacterium congolense isolate Buetzberg
4470,gn:T04504,pob; Polaribacter vadi LPB0003
4471,gn:T04505,hyl; Hydrogenophaga sp. LPB0072
4472,gn:T04506,ssil; Solibacillus silvestris DSM 12223
4473,gn:T04507,eah; Ensifer adhaerens Casida A
4474,gn:T04508,eho; Edwardsiella hoshinae ATCC 35051
4475,gn:T04509,smy; Sphingomonas melonis TY
4476,gn:T04510,cmik; Candidatus Mikella endobia
4477,gn:T04511,coz; Colwellia sp. PAMC 20917
4478,gn:T04512,paci; Pediococcus acidilactici ZPA017
4479,gn:T04513,ppar; Pectobacterium parmentieri RNS08.42.1A
4480,gn:T04514,six; Sinorhizobium sp. RAC02
4481,gn:T04515,prl; Cutibacterium modestum F0672
4482,gn:T04516,sula; Sulfolobus sp. A20
4483,gn:T04517,halh; Halodesulfurarchaeum formicicum HTSR1
4484,gn:T04518,mso; Mycoplasmopsis synoviae ATCC 25204 (Mycoplasma synoviae ATCC 25204)
4485,gn:T04519,hsz; Herbaspirillum seropedicae Z67
4486,gn:T04520,sscz; Staphylococcus schleiferi 2317-03
4487,gn:T04521,aaz; Aggregatibacter aphrophilus W10433
4488,gn:T04522,axx; Achromobacter xylosoxidans NCTC10807
4489,gn:T04523,aaci; Acidipropionibacterium acidipropionici CGMCC 1.2230
4490,gn:T04524,nfr; Nocardia farcinica NCTC11134
4491,gn:T04525,bbrd; Bifidobacterium breve DSM 20213 = JCM 1192
4492,gn:T04526,laq; Lysobacter antibioticus ATCC 29479
4493,gn:T04527,ccoo; Campylobacter coli OR12
4494,gn:T04528,aun; Aerococcus urinae CCUG36881
4495,gn:T04529,avo; Aeromonas veronii TH0426
4496,gn:T04530,enm; Endosymbiont of unidentified scaly snail isolate Monju
4497,gn:T04531,aacn; Aggregatibacter actinomycetemcomitans NUM4039
4498,gn:T04532,mmj; Methanosarcina mazei S-6
4499,gn:T04533,mbak; Methanosarcina barkeri 3
4500,gn:T04534,koc; Klebsiella oxytoca CAV1374
4501,gn:T04535,pws; Pectobacterium wasabiae CFBP 3304
4502,gn:T04536,tch; Thermococcus chitonophagus 1
4503,gn:T04537,bgy; Bacillus glycinifermentans BGLY
4504,gn:T04538,xho; Xenorhabdus hominickii ANU1
4505,gn:T04539,jaz; Janthinobacterium sp. 1_2014MBL_MicDiv
4506,gn:T04540,btho; Bacteroides thetaiotaomicron 7330
4507,gn:T04541,avu; Boudabousia tangfeifanii VUL4_3 (Actinomyces tangfeifanii VUL4_3)
4508,gn:T04542,bhu; Butyrivibrio hungatei MB2003
4509,gn:T04543,myz; Myroides sp. ZB35
4510,gn:T04544,"bcig; Candidatus Baumannia cicadellinicola B-GSS, endosymbiont of Draeculacephala minerva"
4511,gn:T04545,asq; Alteromonas stellipolaris LMG 21861
4512,gn:T04546,mbf; Candidatus Melainabacteria bacterium MEL.A1
4513,gn:T04547,kba; Kozakia baliensis DSM 14400
4514,gn:T04548,vhl; Virgibacillus halodenitrificans PDB-F2
4515,gn:T04549,caby; Caldithrix abyssi DSM 13497
4516,gn:T04550,hhsr; Haloarchaeon HSR6
4517,gn:T04551,agl; Akkermansia glycaniphila APytT
4518,gn:T04552,jeu; Jeongeupia sp. USM3
4519,gn:T04553,pmuc; Petrimonas mucosa ING2-E5A
4520,gn:T04554,hsi; Halomonas aestuarii Hb3
4521,gn:T04555,suam; Sulfitobacter alexandrii AM1-D1 (Sulfitobacter sp. AM1-D1)
4522,gn:T04556,fpsz; Flavobacterium psychrophilum Z2
4523,gn:T04557,mck; Mycoplasmopsis canis PG 14 (Mycoplasma canis PG 14)
4524,gn:T04558,laj; Leptospira tipperaryensis GWTS #1 (Leptospira alstonii GWTS #1)
4525,gn:T04559,nae; Neomicrococcus aestuarii B18
4526,gn:T04560,micc; Microbulbifer aggregans CCB-MM1
4527,gn:T04561,exu; Exiguobacterium sp. U13-1
4528,gn:T04562,cub; Curtobacterium sp. BH-2-1-1
4529,gn:T04563,lrz; Luteibacter rhizovicinus DSM 16549 LJ96T (Luteibacter rhizovicinus LJ96T)
4530,gn:T04564,rpla; Candidatus Rhodoluna planktonica MWH-Dar1
4531,gn:T04565,cvc; Chromobacterium vaccinii 21-1
4532,gn:T04566,abf; Azospirillum brasilense Sp7
4533,gn:T04567,obg; Lacunisphaera limnophila IG16b
4534,gn:T04568,dml; Desulfococcus multivorans DSM 2059
4535,gn:T04569,jte; Janibacter indicus YFY001
4536,gn:T04570,marm; Maribacter sp. 1_2014MBL_MicDiv
4537,gn:T04571,prg; Providencia rettgeri RB151
4538,gn:T04572,mhaz; Methanohalophilus halophilus Z-7982
4539,gn:T04573,marr; Marinilactibacillus sp. 15R
4540,gn:T04574,cpro; Anaerotignum propionicum DSM 1682 (Clostridium propionicum DSM 1682)
4541,gn:T04575,chh; Chryseobacterium glaciei IHBB 10212
4542,gn:T04576,sply; Serratia inhibens PRI-2C (Serratia plymuthica PRI-2C)
4543,gn:T04577,plz; Pseudoalteromonas luteoviolacea S4054249
4544,gn:T04578,vte; Vagococcus teuberi DSM 21459
4545,gn:T04579,krd; Kosakonia radicincitans GXGL-4A
4546,gn:T04580,gph; Gemmatimonas phototrophica AP64
4547,gn:T04581,egn; Aurantiacibacter gangjinensis CGMCC1.15024 (Erythrobacter gangjinensis CGMCC1.15024)
4548,gn:T04582,nsl; Nocardia mangyaensis Y48
4549,gn:T04583,cdq; Chelatococcus daeguensis TAD1
4550,gn:T04584,dhk; Delftia sp. HK171
4551,gn:T04585,pace; Syntrophotalea acetylenica DSM 3246 (Pelobacter acetylenicus DSM 3246)
4552,gn:T04586,grl; Gramella salexigens LPB0144
4553,gn:T04587,mwo; Methanothermobacter wolfeii SIV6
4554,gn:T04588,ten; Tenacibaculum todarodis LPB0136
4555,gn:T04589,don; Marivivens sp. JLT3646
4556,gn:T04590,rpha; Rhizobium phaseoli N261
4557,gn:T04591,bbro; Bordetella bronchialis AU3182
4558,gn:T04592,bfz; Bordetella flabilis AU10664
4559,gn:T04593,ehm; Enterobacter hormaechei CAV1176
4560,gn:T04594,pef; Syntrophotalea acetylenivorans SFB93 (Pelobacter sp. SFB93)
4561,gn:T04595,php; Phaeobacter porticola P97
4562,gn:T04596,vig; Virgibacillus sp. 6R
4563,gn:T04597,mart; Maribacter sp. T28
4564,gn:T04598,lem; Lysobacter enzymogenes M497-1
4565,gn:T04599,nsr; Nocardia seriolae EM150506
4566,gn:T04600,tbc; Thermus brockianus GE-1
4567,gn:T04601,mpal; Microbacterium paludicola CC3
4568,gn:T04602,sphl; Sphingorhabdus lutea LPB0140
4569,gn:T04603,meso; Aquibium oceanicum B7 (Mesorhizobium sp. B7)
4570,gn:T04604,sinb; Sphingobium indicum B90A
4571,gn:T04605,sbag; Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17
4572,gn:T04606,ebh; Endosymbiont of Bathymodiolus septemdierum isolate Myojin knoll
4573,gn:T04607,bbay; Burkholderiales bacterium YL45
4574,gn:T04608,dtm; Dietzia timorensis ID05-A0528
4575,gn:T04609,fgl; Flavobacterium gilvum EM1308
4576,gn:T04610,pspw; Paraburkholderia sprentiae WSM5005
4577,gn:T04612,tcl; Thauera chlorobenzoica 3CB1
4578,gn:T04613,mrm; Minicystis rosea DSM 24000
4579,gn:T04614,salt; Salegentibacter sp. T436
4580,gn:T04615,rgi; Roseomonas gilardii U14-5
4581,gn:T04616,srn; Streptomyces rubrolavendulae MJM4426
4582,gn:T04617,lpar; Lactobacillus parabuchneri FAM21731
4583,gn:T04618,ahl; Acinetobacter haemolyticus TJS01
4584,gn:T04619,acti; Actinoalloteichus sp. GBA129-24
4585,gn:T04620,shj; Spiroplasma helicoides TABS-2
4586,gn:T04621,same; Sinorhizobium americanum CFNEI 73
4587,gn:T04622,pbor; Paludisphaera borealis PX4
4588,gn:T04623,rsb; Rhodoferax saidenbachensis DSM 22694
4589,gn:T04624,cacn; Cutibacterium acnes KCOM 1861 (= ChDC B594)
